incidentid,alertid,detectorid,alerttitle,category,incidentgrade,entitytype,evidencerole,filename,folderpath,resourceidname,osfamily,osversion,countrycode,state,city,year,month,day,hour
145,378952,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,13
211,324121,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,9
97960,111864,136,13192,exfiltration,falsepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,2
12052,1654592,82,60,initialaccess,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,15
244,318727,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,3
59348,224535,1,1,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,23
19033,136925,327,325,discovery,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,18
62,1229354,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,13
1051,2897,22,10,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,18
91939,1547185,419,444,execution,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,8
482,612161,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,3
216,99451,30,26982,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,15
251,721150,3,4,suspiciousactivity,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
703,5477,52,10,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,1
1476,645500,112,4174,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,12
157,810157,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,4
2013,1352,16,52,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,20,6
11349,4389,1,1,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,18
328128,296643,39,26,execution,benignpositive,user,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,2
18708,5814,15,13,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12
15637,11054,104,5767,exfiltration,benignpositive,file,impacted,225621,0,3586,5,66,242,1445,10630,2024,6,7,12
3582,116957,13,11,initialaccess,falsepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,5
229014,258611,3,4,suspiciousactivity,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,2
9502,13821,72,53,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,16
318,184077,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,12
3275,91360,112,9728,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,20
3777,3013,29,20,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,0
411399,843306,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,14
4440,980,21,146,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,0
58991,36505,147,5296,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,16
95,409298,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
6914,5064,201,65,exfiltration,benignpositive,file,related,248166,99838,3586,5,66,242,1445,10630,2024,6,6,12
399196,833406,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6
389,823549,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,1445,10630,2024,6,4,16
473239,588101,5,21,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,5
41004,79655,6,5,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,0
416493,955838,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,9
84170,219662,1,1,initialaccess,truepositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,15,0
32033,28425,1,1,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,18
129,322886,14,12,credentialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,22
9022,11927,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,22
33836,24664,96,75,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,21
7601,13711,1,1,initialaccess,benignpositive,mailcluster,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,1
454530,1281668,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,18
36653,286205,2,2,commandandcontrol,truepositive,process,related,0,2,3586,5,66,242,1445,10630,2024,6,11,19
146,1201021,7,6,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,17,148,244,2024,6,6,20
267559,198291,3,135,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,11
173,1249029,14,12,credentialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,16
73,1296766,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,19
10186,63558,733,1001,defenseevasion,benignpositive,process,related,1184,2088,3586,5,66,242,1445,10630,2024,6,10,14
10436,4290,97,2772,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,1
11796,1154412,1793,5311,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,20
15511,715351,3,4,suspiciousactivity,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,21
1113,273259,2,2,commandandcontrol,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,6
35874,101410,382,292,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,19
12607,11770,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,7
209154,1110553,859,78011,exfiltration,falsepositive,file,impacted,209244,81894,3586,5,66,242,1445,10630,2024,6,11,19
6663,4405,621,242,credentialaccess,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,29,19
41763,216302,506,1057,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,16,15
79908,1610537,4806,108531,exfiltration,truepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,5
45943,1408590,5,49,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,22
280690,630638,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,0
134,1185525,0,0,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,9,1
478,933043,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,2,2,14,2024,6,3,15
348566,954575,4,3,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,6
59342,739440,2,2,commandandcontrol,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,4,1
32,319686,14,12,credentialaccess,truepositive,ip,related,289573,117668,3586,5,66,0,11,8,2024,6,10,14
413774,816874,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,7,12
278,180264,0,0,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,3,39,45,2024,6,5,9
16066,51202,47,30,initialaccess,truepositive,file,related,56,117668,3586,5,66,242,1445,10630,2024,6,7,13
2016,1457,16,1319,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,10
112557,1712054,5134,558,impact,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,5,24,1
43637,950309,19,15,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,23,60,61,2024,6,16,6
1990,90,41,702,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,21
538,1405586,9,248,execution,truepositive,file,related,109210,117668,3586,5,66,242,1445,10630,2024,6,12,8
82714,917079,0,0,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11
201,22200,40,10071,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,19
65219,719974,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,15
1325,4846,66,48,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,19
4047,3154,18,14,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10
361963,166680,4,3,initialaccess,truepositive,ip,related,289573,117668,3586,5,66,4,4,16,2024,6,5,0
87221,1079179,73,54,initialaccess,benignpositive,ip,related,289573,117668,3586,5,66,47,1445,10630,2024,6,13,14
123133,420818,3,4,suspiciousactivity,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,13
156541,136108,39,26,execution,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,5
5373,6270,45,1703,exfiltration,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
917,38258,234,1827,exploit,benignpositive,file,related,8570,71769,3586,5,66,242,1445,10630,2024,6,11,16
17641,12734,34,3426,exfiltration,benignpositive,file,impacted,516,5,3586,5,66,242,1445,10630,2024,6,13,18
14193,9625,15,13,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,10
19327,10573,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,20
46,398058,0,0,initialaccess,truepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,16
2511,1471,17,285,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,2,5
197086,682306,2,2,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14
342,1347207,7,6,initialaccess,truepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,2,14
13499,1103225,282,275,defenseevasion,falsepositive,machine,impacted,289573,117668,3586,0,1,242,1445,10630,2024,6,7,10
6656,5562,239,1814,malware,benignpositive,file,related,24066,2356,3586,5,66,242,1445,10630,2024,6,12,20
198,247,41,84,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,23,11
11274,12624,1,1,initialaccess,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,4
32696,16803,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,23
105818,44428,93,1227,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,16
53800,44729,1,1,initialaccess,truepositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,8,20
6889,3545,18,14,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,19
7555,24537,1,1,initialaccess,truepositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,22
172595,342254,9,64,execution,falsepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,8,18
63498,148180,1,1,initialaccess,falsepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,22
29,846949,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,6,10
151457,76057,3,4,suspiciousactivity,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,7
120178,975977,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,3,123,2024,6,11,13
190,3747,97,2542,exfiltration,falsepositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,1
133456,562906,9,182,execution,falsepositive,file,related,126874,117668,3586,5,66,242,1445,10630,2024,6,6,1
14606,266496,3,4,suspiciousactivity,truepositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,7
177098,599353,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,10
4186,2859,29,20,impact,truepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,12
911,344408,9,59,execution,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,10,19
55471,1404151,182,153,credentialaccess,falsepositive,oauthapplication,related,289573,117668,3586,5,66,242,1445,10630,2024,6,12,12
51197,363992,11,9,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,5,11
18423,5543,1,1,initialaccess,falsepositive,file,related,268,117668,3586,5,66,242,1445,10630,2024,6,11,14
122511,1025343,0,0,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,42,67,66,2024,6,9,22
25843,21705,1,1,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,1
7901,3304,593,765,execution,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,2,15
19832,7590,410,437,exfiltration,benignpositive,file,impacted,112239,0,3586,5,66,242,1445,10630,2024,6,7,0
4707,4354,23,16,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,26,14
819,219044,11,9,initialaccess,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21
52184,986544,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,23
42,383270,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,16
83079,303292,10,8,initialaccess,benignpositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,6,11
3630,839,49,35,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,30,17
5555,2227,22,10,impact,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,27,10
22361,25000,111,90,exfiltration,benignpositive,file,impacted,120717,56205,3586,5,66,242,1445,10630,2024,6,6,16
781,10907,46,941,exfiltration,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,3,17
409,311839,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,14
7682,11279,15,13,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,8
342,1204039,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,3,6
540642,340831,5,34,suspiciousactivity,truepositive,cloudapplication,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,4
37591,100900,1,1,initialaccess,truepositive,mailbox,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,16,2
428720,870371,0,0,initialaccess,falsepositive,cloudlogonsession,related,289573,117668,3586,5,66,242,1445,10630,2024,6,13,12
165983,225137,1,1,initialaccess,benignpositive,mailmessage,related,289573,117668,3586,5,66,242,1445,10630,2024,6,9,5
6265,3814,34,2045,exfiltration,benignpositive,file,impacted,241,16,3586,5,66,242,1445,10630,2024,6,4,17
0,164953,0,0,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,8
5495,4939,83,61,initialaccess,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,14,12
1007,1009864,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11
87629,533421,100,77,initialaccess,falsepositive,ip,related,289573,117668,3586,5,66,0,3,15,2024,6,6,23
68120,743721,2,2,commandandcontrol,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,7,19
193606,703757,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,11
151642,899043,19,15,initialaccess,falsepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,14,13
317,75372,4,3,initialaccess,truepositive,cloudlogonrequest,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,7
50190,199969,3,4,suspiciousactivity,benignpositive,process,related,1,1,3586,5,66,242,1445,10630,2024,6,11,2
9540,25070,92,29,commandandcontrol,benignpositive,url,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,2
3209,681,49,35,commandandcontrol,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,28,19
17343,764827,2,2,commandandcontrol,benignpositive,machine,impacted,289573,117668,3586,0,0,242,1445,10630,2024,6,16,15
78,649305,77,17620,exfiltration,benignpositive,file,impacted,2048,934,3586,5,66,242,1445,10630,2024,6,6,13
332239,727428,3,4,suspiciousactivity,benignpositive,machine,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,11,11
1052,46753,20,17689,exfiltration,falsepositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,10,21
118902,11296,20,987,exfiltration,falsepositive,file,impacted,4484,682,3586,5,66,242,1445,10630,2024,6,6,23
4445,660350,6,5,initialaccess,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,12,17
34134,11429,20,398,exfiltration,falsepositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,4,21
1529,1005,17,106,impact,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,5,31,2
323877,271590,2,2,commandandcontrol,benignpositive,user,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,13,10
33347,63429,1350,20501,commandandcontrol,benignpositive,ip,related,289573,117668,3586,5,66,242,1445,10630,2024,6,4,15
24074,15392,18,14,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,5,8
183149,1602418,231,521,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,7,11
13934,52056,349,359,exfiltration,benignpositive,mailmessage,impacted,289573,117668,3586,5,66,242,1445,10630,2024,6,15,0
